title,vote_average,vote_count,release_date,runtime,budget,original_language,original_title,overview,popularity,tagline,genres,production_companies,production_countries,spoken_languages,keywords,revenue
The Disaster Artist,7.113,3316,2017-03-12,104.0,10000000.0,en,The Disaster Artist,"An aspiring actor in Hollywood meets an enigmatic stranger by the name of Tommy Wiseau, the meeting leads the actor down a path nobody could have predicted; creating the worst movie ever made.",14.072,"I did naaaht! Oh, hi Mark","Comedy, Drama","New Line Cinema, Rabbit Bandini Productions, Point Grey Pictures, Good Universe, RatPac Entertainment, Ramona Films",United States of America,English,"immigrant, jealousy, based on novel or book, ambition, biography, based on true story, behind the scenes, disaster, hollywood, desire, wealthy man, strange behavior, strange person, socially awkward, film production",29.820616
Cats,4.129,886,2019-12-19,110.0,95000000.0,en,Cats,A tribe of cats called the Jellicles must decide yearly which one will ascend to the Heaviside Layer and come back to a new Jellicle life.,19.589,You will believe.,"Fantasy, Comedy, Drama","Working Title Films, Amblin Entertainment, Monumental Pictures, Universal Pictures, The Really Useful Group, 3dot Productions","United Kingdom, United States of America",English,"dance, cat, musical, based on play or musical, resurrection, based on song, poem or rhyme, vignette, bad cgi, so bad it’s good",73.515024
Mary Kom,6.988,85,2014-09-05,122.0,224056.0,hi,मैरी कोम,A chronicle of the life of Indian boxer 'Mary Kom' who went through several hardships before audaciously accomplishing her ultimate dream.,5.992,,"Action, Drama, History","Viacom18 Studios, Bhansali Productions, Bhansali Productions",India,Hindi,"sports, boxer, training, biography, based on true story, boxing, women boxer",15.536328
Joysticks,4.722,54,1983-03-04,88.0,300000.0,en,Joysticks,A successful businessman attempts to shut down a video arcade he believes is harmful to the mental health of children.,6.349,More fun than games!,Comedy,Jensen Farley Pictures,United States of America,English,"video game, nerd, arcade, sex comedy, valley girl",3.952448
The Brice Man,5.548,1144,2005-03-30,98.0,4289601.0,fr,Brice de Nice,A wannabe surfer parties on the French Riviera while awaiting the perfect wave.,7.487,,Comedy,M6 Films,France,French,"surfer, french riviera, surf, riviera",33.026616
The Assassin,6.462,461,2015-08-27,105.0,15000000.0,zh,刺客聶隱娘,A female assassin receives a dangerous mission to kill a political leader in eighth-century China.,11.708,,"Action, Drama, History","Sil-Metropole Organisation, Media Asia Films, Central Motion Picture Corporation, Huace Film & TV, China Dream Film Culture Industry, SpotFilms, Wild Bunch","China, France, Hong Kong, Taiwan",Mandarin,"assassin, tang dynasty, wuxia, slow cinema, 7th century",0.632542
The Fifth Element,7.53,9947,1997-05-02,126.0,90000000.0,en,The Fifth Element,"In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.",49.67,There is no future without it.,"Adventure, Fantasy, Action, Thriller, Science Fiction","Gaumont, Buena Vista International","France, United States of America","English, Swedish, German","new york city, flying car, taxi, egypt, race against time, saving the world, cyborg, dystopia, anti hero, stowaway, space travel, arms dealer, alien life-form, end of the world, priest, shootout, police chase, cab driver, cyberpunk, archaeologist, space opera, military, opera singer, futuristic city, ancient evil, cruise liner, elemental, hieroglyphics, spaceship, good versus evil, alien robot",263.92018
Meet Me in St. Louis,7.005,323,1944-11-28,113.0,1707561.0,en,Meet Me in St. Louis,The life of a St. Louis family in the year before the 1904 St. Louis World's Fair.,11.171,Glorious love story with music!,"Comedy, Drama, Romance, Family","Metro-Goldwyn-Mayer, Loew's Incorporated",United States of America,English,"holiday, musical, sister, family relationships, trolley, boy next door, americana, fiddle, straw hat, st. louis, missouri, christmas, world's fair, 1900s, christmas romance",7.566
99 Homes,6.766,682,2015-09-25,112.0,8000000.0,en,99 Homes,"After his family is evicted from their home, proud and desperate construction worker Dennis Nash tries to win his home back by striking a deal with the devil and working for Rick Carver, the corrupt real estate broker who evicted him.",12.223,Greed is the only game in town.,Drama,"Noruz Films, Hyde Park Films",United States of America,English,"florida, parent child relationship, motel, finances, single father, real estate agent, life relationship, eviction, financial crisis, foreclosure, wrongful conviction, real estate, mortgage, construction worker, evicted, orlando florida",1.411927
East Is East,6.568,191,1999-05-14,97.0,3800000.0,en,East Is East,"In 1971 Salford fish-and-chip shop owner George Khan expects his family to follow his strict Pakistani Muslim ways. But his children, with an English mother and having been born and brought up in Britain, increasingly see themselves as British and start to reject their father's rules on dress, food, religion, and living in general.",10.739,"A comedy of families, a chip shop... and a very randy dog.","Drama, Comedy","Assassin Films, Film4 Productions, BBC",United Kingdom,"English, Hindi, Russian, Urdu","daughter, jealousy, muslim, northern england, hippie, religious education, parent child relationship, faith, tradition, culture clash, 1970s, modern society, islam, integration, cultural difference, british asian",28.2
Winnie the Pooh: Blood and Honey,5.492,835,2023-01-27,84.0,100000.0,en,Winnie the Pooh: Blood and Honey,"Christopher Robin is headed off to college and he has abandoned his old friends, Pooh and Piglet, which then leads to the duo embracing their inner monsters.",96.154,This ain't no bedtime story.,"Horror, Thriller","Jagged Edge Productions, ITN Studios",United Kingdom,"English, Portuguese","imaginary friend, growing up, b movie, slasher, based on children's book, psychotic villain, deranged slasher, childhood innocence, revenge slasher, independent film, winnie the pooh, low budget, slasher horror, twisted childhood universe",5.2
Wrath of the Titans,5.725,3908,2012-03-28,99.0,150000000.0,en,Wrath of the Titans,"Perseus tries to live a quieter life as a village fisherman while - dangerously weakened by humanity's lack of devotion - the gods are losing control of the long-imprisoned Titans and their ferocious leader, Kronos.",39.132,Feel the Wrath,"Fantasy, Adventure","Thunder Road, Legendary Pictures, Cott Productions, Furia de Titanes II, A.I.E., Warner Bros. Pictures","Spain, United States of America",English,"hades, mythology, greek mythology, zeus, perseus, gods, ancient greece, ares, based on myths, legends or folklore",301.970083
Courage Under Fire,6.452,815,1996-07-04,116.0,46000000.0,en,Courage Under Fire,"A US Army officer, who made a ""friendly fire"" mistake that was covered up, has been reassigned to a desk job. He is tasked to investigate a female chopper commander's worthiness to be awarded the Medal of Honor. At first all seems in order. But then he begins to notice inconsistencies between the testimonies of the witnesses...",16.909,A medal for honor. A search for justice. A battle for truth.,"Drama, Thriller, Mystery, War","Davis Entertainment, Fox 2000 Pictures, Joseph M. Singer Entertainment, 20th Century Fox",United States of America,English,"gulf war, war veteran, politics, praise, pilot, rescue mission, dead soldier, tank, us army, medal, battlefield, behind enemy lines, military, army life",100.860818
Mary Queen of Scots,6.6,1675,2018-12-07,124.0,25000000.0,en,Mary Queen of Scots,"In 1561, Mary Stuart, widow of the King of France, returns to Scotland, reclaims her rightful throne and menaces the future of Queen Elizabeth I as ruler of England, because she has a legitimate claim to the English throne. Betrayals, rebellions, conspiracies and their own life choices imperil both Queens. They experience the bitter cost of power, until their tragic fate is finally fulfilled.",13.526,Bow to No One,"Drama, History","Focus Features, Working Title Films, Perfect World Pictures, 3dot Productions","United Kingdom, United States of America","English, French, Gaelic, Latin","based on novel or book, scotland, cousin, royal family, biography, queen elizabeth i, tudor, female prisoner, cousin cousin relationship, woman director, 16th century, british monarchy, house of stuart",37.807625
Game Night,6.85,5372,2018-02-15,100.0,37000000.0,en,Game Night,"Max and Annie's weekly game night gets kicked up a notch when Max's brother Brooks arranges a murder mystery party -- complete with fake thugs and federal agents. So when Brooks gets kidnapped, it's all supposed to be part of the game. As the competitors set out to solve the case, they start to learn that neither the game nor Brooks are what they seem to be. The friends soon find themselves in over their heads as each twist leads to another unexpected turn over the course of one chaotic night.",18.92,This is not a game.,"Mystery, Comedy, Crime","New Line Cinema, Aggregate Films, Davis Entertainment, Access Entertainment, Dune Entertainment",United States of America,English,"jealousy, husband wife relationship, married couple, sarcasm, dark comedy, games, insult, revenge, neighbor, dog, group of friends, corvette stingray, creepy neighbor, aftercreditsstinger, embarrasment, brother brother relationship, board games",117.501013
Delivery Man,6.245,1375,2013-10-10,105.0,26000000.0,en,Delivery Man,An affable underachiever finds out he's fathered 533 children through anonymous donations to a fertility clinic 20 years ago. Now he must decide whether or not to come forward when 142 of them file a lawsuit to reveal his identity.,17.388,You're never quite ready for what life delivers.,Comedy,"Touchstone Pictures, DreamWorks Pictures, Reliance Entertainment","United States of America, India",English,"remake, sperm donor, artificial insemination",51.164106
Ju-on: The Grudge,6.685,699,2002-10-18,92.0,3500000.0,ja,呪怨,"Volunteer home-care worker Rika is assigned to visit a family, she is cursed and chased by two revengeful fiends: Kayako, a woman brutally murdered by her husband and her son Toshio. Each person that lives in or visits the haunted house is murdered or disappears.",24.948,When a grudge from the dead passes to the living - Who is safe?,Horror,"Oz Company, Xanadeux Company, Pioneer LDC, Nikkatsu Corporation",Japan,Japanese,"dying and death, japan, primal fear, panic, restart, supernatural, egomania, remake",3.657876
